year,pick,player_name,original_club,extracted_school,school_type,grade,games,goals
2004,1,Brett Deledio,Kyabram / Murray U18,,unknown,A,275,197
2004,2,Jarryd Roughead,Leongatha / Gippsland U18,,unknown,A,283,578
2004,3,Ryan Griffen,Goolwa-Port Elliot / South Adelaide,,unknown,A,257,162
2004,4,Richard Tambling,Southern Districts,,unknown,B+,124,62
2004,5,Lance Franklin,Dowerin / Wesley College (WA) / Perth,Wesley College (WA),GPS_WA,A+,354,1066
2004,6,Tom Williams,St Joseph's College (Terrace) / Morningside,St Joseph's College (Terrace),other_private,C+,85,14
2004,7,Jordan Lewis,Warrnambool FC / Emmanuel College (Warrnambool) / Geelong U18,Emmanuel College (Warrnambool),other_private,A,319,161
2004,8,John Meesen,Geelong U18,,unknown,D,6,0
2004,9,Jordan Russell,Edwardstown / West Adelaide,,unknown,B,125,18
2004,10,Chris Egan,Rumbalara / Murray U18,,unknown,C+,27,22
2004,11,Adam Thomson,Sturt,,unknown,C,32,17
2004,12,Danny Meyer,Flagstaff Hill / Sacred Heart College / Glenelg,Sacred Heart College,other_private,C,26,8
2004,13,Matthew Bate,Croydon / Eastern U18,,unknown,B,102,98
2004,14,Angus Monfries,Walkerville / Pembroke School / Sturt,Pembroke School,unknown,B,211,248
2004,15,Lynden Dunn,Moonee Valley / Calder U18,,unknown,B,198,99
2004,16,Adam Pattison,Parade College / Northern U18,Parade College,other_private,C,66,16
2004,17,Andrew McQualter,Traralgon / Caulfield Grammar / Gippsland U18,Caulfield Grammar,APS,C+,94,39
2004,18,Cameron Wood,Goodwood / Glenunga HS / West Adelaide,,unknown,C+,88,28
2004,19,Ryan Willits,Northern U18,,unknown,D,3,1
2004,20,Dean Polo,Wy Yung / Gippsland U18,,unknown,C+,77,18
2004,21,Tom Murphy,De La Salle College / Sandringham U18,De La Salle College,other_private,C+,113,5
2004,22,Jesse Wells,Burnie / Tasmania U18 / Tasmania (VFL),,unknown,D,0,0
2004,23,Sean Rusling,Westminster School / West Adelaide,Westminster School,unknown,C+,17,19
2004,24,Nathan van Berlo,Whitford JFC / Sacred Heart College (WA) / West Perth,Sacred Heart College (WA),other_private,B+,205,68
2004,25,Adam Hartlett,Sacred Heart College / West Adelaide,Sacred Heart College,other_private,D,11,2
2004,26,Matthew Little,Calder U18,,unknown,D,1,0
2004,27,Pat Garner,Western Magpies,,unknown,D,0,0
2004,28,Chad Gibson,Norwood,,unknown,D,0,0
2004,29,Matt Rosa,Warracknabeal / St Patrick's College / North Ballarat U18,St Patrick's College,other_private,B,207,45
2004,30,Andrew Lee,Burnie / Tasmania U18 / Tasmania (VFL),,unknown,C,5,2
2004,31,Jarred Moore,Haileybury College / Dandenong U18,Haileybury College,APS,B,68,52
2004,32,Brent Prismall,Western U18,,unknown,C+,61,25
2004,33,Cain Ackland,Port Adelaide (SANFL),,unknown,C+,62,22
2004,34,James Ezard,Calder U18,,unknown,D,4,1
2004,35,Fabian Deluca,St Simons / Eastern U18,,unknown,D,11,1
2004,36,Luke McGuane,Broadbeach,,unknown,C+,112,46
2004,37,Mark LeCras,Cervantes / Whitford JFC / Aquinas College (WA) / West Perth,Aquinas College (WA),GPS_WA,A,219,441
2004,38,Damien McCormack,Dandenong U18,,unknown,D,4,0
2004,39,Travis Cloke,Park Orchards / Yarra Valley Grammar / Eastern U18,Yarra Valley Grammar,other_private,A,256,452
2004,40,Ivan Maric,Keilor / Calder U18,,unknown,B+,157,61
2004,41,Luke Blackwell,Mazenod College (WA) / Swan Districts,Mazenod College (WA),unknown,C+,23,4
2004,42,Jesse Smith,Calder U18,,unknown,C,27,3
2004,43,Michael Newton,Whorouly / Murray U18,,unknown,C,28,35
2004,44,Mitch Morton,Lake Grace-Pingrup / Hale School / Claremont,Hale School,GPS_WA,B,83,116
2004,45,Justin Sherman,Clarence,,unknown,B,138,106
2004,46,Henry Slattery,Rostrevor College / West Adelaide,Rostrevor College,GPS_SA,C+,96,12
2004,47,David Spriggs,Beaumaris / Sandringham U18,,unknown,C+,5,0
2004,48,Nathan Ablett,Modewarre,,unknown,C+,34,47
2004,49,Mark McGough,Murray U18,,unknown,C,12,2
2004,50,Jayden Attard,Chelsea / Dandenong U18,,unknown,C+,25,3
2004,51,Ben Eckermann,Sturt,,unknown,D,4,0
2004,52,Dean Limbach,Calder U18,,unknown,D,0,0
2004,53,Simon Taylor,Box Hill,,unknown,C+,85,16
2004,54,Stephen Tiller,West Adelaide,,unknown,C,21,7
2004,55,Adam Iacobucci,Calder U18,,unknown,D,4,0
2004,56,Chris Knights,Waverley Blues / Vermont / Eastern U18,,unknown,B,102,75
2004,57,Bradley Smith,Carine JFC / Subiaco,,unknown,D,0,0
2004,58,Brad Moran,Surfers Paradise / The Southport School / Southport,The Southport School,GPS_QLD,C+,21,8
2004,59,Benet Copping,Sturt,,unknown,D,0,0
2004,60,Paul Thomas,Central District,,unknown,D,8,1
2004,62,Matthew Egan,Geelong (VFL),,unknown,A,59,1
2004,63,James Gwilt,Silverton / Noble Park,,unknown,C+,152,25
2004,64,Luke Forsyth,Dandenong U18,,unknown,D,0,0
2004,65,Mark Graham,Berwick,,unknown,C+,20,2
2004,67,Toby Stribling,North Adelaide,,unknown,D,0,0
2004,68,Ben Schwarze,Sandringham U18,,unknown,D,11,2
2004,73,Chris Bryan,Keysborough / Sandringham U18 / Sandringham / Frankston,,unknown,C+,46,19
2004,74,Daniel Pratt,Aspley / Northern Eagles,,unknown,B+,116,9
2004,77,Anthony Raso,Dandenong U18,,unknown,D,0,0
2005,1,Marc Murphy,Beverley Hills / Doncaster / Whitefriars College / Oakleigh U18,Whitefriars College,other_private,A,300,197
2005,2,Dale Thomas,Drouin / Gippsland U18,,unknown,A,258,155
2005,3,Xavier Ellis,Lakes Entrance / Melbourne Grammar / Gippsland U18,Melbourne Grammar,APS,C+,120,37
2005,4,Josh Kennedy,Northampton / East Fremantle,,unknown,A+,293,723
2005,5,Scott Pendlebury,Sale / Gippsland U18,,unknown,A+,435,207
2005,6,Beau Dowler,Silverton / Oakleigh U18,,unknown,C,16,11
2005,7,Paddy Ryder,Geraldton Rovers / East Fremantle,,unknown,A,281,197
2005,8,Jarrad Oakley-Nicholls,East Perth,,unknown,D,13,1
2005,9,Mitch Clark,Rossmoyne JFC / Riverton JFC / East Fremantle,,unknown,B+,106,111
2005,10,Marcus Drum,Notre Dame College (Shepparton) / Murray U18,Notre Dame College (Shepparton),unknown,C,22,6
2005,11,Shaun Higgins,Newtown & Chilwell / St Joseph's College / Geelong U18,St Joseph's College,other_private,A,260,229
2005,12,Nathan Jones,Mount Eliza / Peninsula Grammar / Dandenong U18,Peninsula Grammar,unknown,B+,302,141
2005,13,Shannon Hurn,Angaston / Central District,,unknown,A,333,50
2005,14,Grant Birchall,Devonport / Tasmania U18,,unknown,A,287,36
2005,15,Travis Varcoe,Smithfield / Central District,,unknown,B,230,171
2005,16,Richard Douglas,Broadford / Assumption College / Calder U18,Assumption College,APS,B+,246,164
2005,17,Darren Pfeiffer,Norwood,,unknown,C,23,6
2005,18,Max Bailey,West Perth,,unknown,C+,43,10
2005,19,Courtenay Dempsey,Manunda / Brisbane Boys' College / Kenmore / Morningside,Brisbane Boys' College,unknown,B,133,35
2005,20,Paul Bower,Peel,,unknown,C+,70,5
2005,21,Danny Stanley,Ocean Grove / Geelong U18,,unknown,C+,88,39
2005,22,Beau Muston,Shepparton United / Murray U18,,unknown,C+,13,8
2005,23,Ryan Cook,Dandenong U18,,unknown,C,14,1
2005,24,Cleve Hughes,Norwood,,unknown,C+,16,23
2005,25,Wayde Mills,Southport,,unknown,C,16,3
2005,26,Garrick Ibbotson,Bullcreek Leeming JFC / East Fremantle,,unknown,B+,177,22
2005,27,Dylan Addison,St Gregory's College (NSW) / St George / NSW-ACT U18,St Gregory's College (NSW),unknown,C+,93,30
2005,28,Matt Riggio,Peel,,unknown,C,10,0
2005,29,Ben McKinley,Yarrambat / Ivanhoe Grammar / Northern U18,Ivanhoe Grammar,other_private,B,48,89
2005,30,Nick Lower,Walkerville / Prince Alfred College / Norwood,Prince Alfred College,GPS_SA,B,55,11
2005,31,Trent West,Wonthaggi / Gippsland U18,,unknown,C+,70,28
2005,32,Bernie Vince,CMS Crows / Prince Alfred College / Border Districts / Woodville-West Torrens,Prince Alfred College,GPS_SA,B+,229,113
2005,33,Sam Gilbert,Coolangatta Tweed Heads / Southport,,unknown,B+,208,38
2005,34,Matthew Spangher,Xavier College / Old Xavs / Eastern U18,Xavier College,APS,C+,56,13
2005,35,Stephen Owen,North Ballarat U18,,unknown,D,0,0
2005,36,Jake Edwards,Western U18,,unknown,C,5,4
2005,37,John Anthony,Northern U18,,unknown,B,51,83
2005,38,Travis Tuck,Dandenong U18,,unknown,C+,20,1
2005,39,Jay Neagle,Traralgon / Gippsland U18,,unknown,C,28,41
2005,40,Travis Casserly,Swan Districts,,unknown,D,0,0
2005,41,Rhan Hooper,Dandenong U18 / Ipswich,,unknown,B,54,56
2005,42,Robert Warnock,Brighton Grammar / Sandringham U18,Brighton Grammar,APS,C+,88,17
2005,43,Andrew Swallow,Rossmoyne JFC / East Fremantle,,unknown,A,224,80
2005,44,Alipate Carlile,Wangaratta College JFC / Murray U18,Wangaratta College JFC,unknown,C+,167,5
2005,45,Kasey Green,Hale School / East Fremantle,Hale School,GPS_WA,C+,39,15
2005,46,Travis Baird,Bendigo U18,,unknown,D,3,4
2005,47,Ryan Gamble,Mt Burr / Glenelg,,unknown,C,35,42
2005,48,Alan Obst,Central District,,unknown,D,5,0
2005,49,Michael Rix,Carey Grammar / Oakleigh U18,Carey Grammar,APS,C,29,3
2005,50,Sam Lonergan,Launceston / Tasmania U18 / Tasmania (VFL),,unknown,B,81,39
2005,51,Matthew Laidlaw,Carey Grammar / Oakleigh U18,Carey Grammar,APS,D,1,0
2005,53,Simon Buckley,Sandringham U18,,unknown,C+,47,10
2005,54,Kristin Thornton,Peel,,unknown,C,8,4
2005,55,Brett Montgomery,South Croydon / Essendon Reserves / Springvale,,unknown,B,18,14
2005,56,Joel Patfull,Payneham Norwood Union / Norwood Morialta HS / Norwood,,unknown,B,220,26
2005,57,Michael West,Redland,,unknown,D,0,0
2005,58,Hugh Minson,Norwood,,unknown,D,0,0
2005,59,Ryan Brabazon,Claremont,,unknown,D,3,1
2005,60,Clint Bartram,Geelong U18,,unknown,C+,103,17
2005,61,Mathew Stokes,Palmerston / Woodville-West Torrens,,unknown,B+,200,209
2005,63,Phillip Raymond,Glenelg,,unknown,D,0,0
2005,66,Austin Lucy,Caloundra,,unknown,D,0,0
2005,68,Heath Neville,Tasmania U18,,unknown,D,0,0
2005,69,Tim Hutchison,Naracoorte,,unknown,D,0,0
2005,70,Jonathan Giles,Kapunda / Central District,,unknown,B,63,43
2005,71,Justin Sweeney,Tyabb,,unknown,D,1,0
2006,1,Bryce Gibbs,Plympton / Glenelg,,unknown,B+,268,152
2006,2,Scott Gumbleton,Halls Head / Peel,,unknown,C+,35,45
2006,3,Lachlan Hansen,Nar Nar Goon / Gippsland U18,,unknown,B,151,81
2006,4,Matthew Leuenberger,Hale School / East Perth,Hale School,GPS_WA,B,137,31
2006,5,Travis Boak,Torquay / Geelong U18,,unknown,A+,387,215
2006,6,Mitch Thorp,North Launceston / Tasmania U18,,unknown,D,2,1
2006,7,Joel Selwood,Sandhurst / Catholic College Bendigo / Bendigo U18,Catholic College Bendigo,unknown,A+,355,175
2006,8,Ben Reid,Alpine Eagles / Wangaratta Rovers / Murray U18,,unknown,A,152,73
2006,9,David Armitage,Eastern Swans / Morningside,,unknown,B+,169,98
2006,10,Nathan Brown,Ballarat FC / St Patrick's College / North Ballarat U18,St Patrick's College,other_private,C+,183,7
2006,11,Andrejs Everitt,Somerville / Dandenong U18,,unknown,B,131,93
2006,12,James Frawley,East Point / Damascus College / North Ballarat U18,Damascus College,unknown,A,241,24
2006,13,Jack Riewoldt,Clarence / Tasmania U18,,unknown,A+,347,787
2006,14,James Sellar,Glenelg,,unknown,C,44,14
2006,15,Daniel O'Keefe,Geelong U18,,unknown,D,0,0
2006,16,Mitch Brown,Ballarat FC / St Patrick's College / North Ballarat U18,St Patrick's College,other_private,C+,94,14
2006,17,Shaun Hampson,Mount Gravatt,,unknown,C+,98,38
2006,18,Leroy Jetta,South Fremantle,,unknown,B,93,80
2006,19,Shaun Grigg,Redan / St Patrick's College / North Ballarat U18,St Patrick's College,other_private,B,214,96
2006,20,Tom Hislop,Burnie / Tasmania U18,,unknown,C,27,12
2006,21,Gavin Urquhart,Glenmore / Morningside,,unknown,C+,41,3
2006,22,Albert Proud,Braybrook / Mount Gravatt,,unknown,C+,29,10
2006,23,Paul Stewart,Woodville-West Torrens,,unknown,B,101,33
2006,24,Brent Renouf,Southport,,unknown,C+,68,13
2006,25,Nathan Djerrkura,Wanderers / Scotch College,Scotch College,APS,C,25,8
2006,26,Shane Edwards,Golden Grove / North Adelaide,,unknown,A,303,189
2006,27,Brad Howard,Redland,,unknown,D,2,0
2006,28,Chris Dawes,Hampton Rovers / Brighton Grammar / Sandringham U18,Brighton Grammar,APS,B,121,130
2006,29,Eric Mackenzie,Christ Church Grammar / Claremont,Christ Church Grammar,GPS_WA,A,147,7
2006,30,Ricky Petterd,Surfers Paradise / Broadbeach,,unknown,B,84,72
2006,31,Clayton Collard,South Fremantle,,unknown,D,1,1
2006,32,Kurt Tippett,Southport,,unknown,B+,178,325
2006,33,Jarryd Morton,Lake Grace-Pingrup / Hale School / Claremont,Hale School,GPS_WA,C,22,12
2006,34,Chris Schmidt,West Adelaide,,unknown,C,20,2
2006,35,Mark Austin,Glenelg,,unknown,C,44,2
2006,36,Alwyn Davey,South Adelaide,,unknown,C+,100,120
2006,37,Todd Goldstein,Trinity Grammar / Oakleigh U18,Trinity Grammar,APS,A,345,160
2006,38,James Hawksley,Peel,,unknown,C,32,6
2006,39,Nathan Krakouer,South Mt Barker / Claremont,,unknown,B,82,24
2006,40,Josh Kennedy,Ashburton / East Sandringham / Xavier College / Sandringham U18,Xavier College,APS,A+,290,157
2006,41,Tom Hawkins,Finley / Melbourne Grammar / Sandringham U18,Melbourne Grammar,APS,A+,359,796
2006,42,Bachar Houli,Spotswood / Western U18,,unknown,A,232,43
2006,43,Tim Houlihan,Harrow Balmoral / North Ballarat U18,,unknown,C+,15,1
2006,44,Brad Dick,Chapman Valley / East Fremantle,,unknown,B,27,32
2006,45,Brennan Stack,Perth,,unknown,C,21,17
2006,46,Colin Garland,North Hobart / Tasmania U18 / Tasmania (VFL),,unknown,B,141,16
2006,47,Kyle Reimers,Bunbury / Peel,,unknown,C+,60,69
2006,48,David Mackay,Beverley Hills / Trinity Grammar / Oakleigh U18,Trinity Grammar,APS,B,248,68
2006,49,Daniel Currie,Eltham / Northern U18,,unknown,D,10,6
2006,50,Will Schofield,Newtown & Chilwell / Geelong College / Geelong U18,Geelong College,other_private,C+,194,22
2006,51,Clinton Benjamin,Hale School / Claremont,Hale School,GPS_WA,D,0,0
2006,52,Brock O'Brien,Pinjarra JFC / Peel,,unknown,D,3,1
2006,53,Lindsay Thomas,Mallee Park / Port Adelaide (SANFL),,unknown,B+,212,329
2006,54,Matt Tyler,North Ballarat U18,,unknown,D,0,0
2006,55,Robbie Gray,East Burwood / Oakleigh U18,,unknown,A+,271,367
2006,56,Garry Moss,Marist JFC / East Perth,,unknown,C+,14,12
2006,57,Simon Hogan,Warrnambool FC / Emmanuel College (Warrnambool) / Geelong U18,Emmanuel College (Warrnambool),other_private,C+,22,10
2006,58,Daniel Connors,Bendigo U18,,unknown,C+,29,11
2006,59,Jarryd Allen,Calder U18,,unknown,D,4,0
2006,60,Carl Peterson,Claremont,,unknown,D,17,13
2006,61,Josh Hill,Armadale / Trinity College (WA),Trinity College (WA),GPS_WA,B,173,226
2006,62,Isaac Weetra,Port Adelaide (SANFL),,unknown,D,2,0
2006,63,Tyson Goldsack,Pakenham / Gippsland U18,,unknown,C+,165,50
2006,64,Nick Gill,Scotch College / Oakleigh U18,Scotch College,APS,C+,17,21
2006,65,Peter Faulks,Calder U18,,unknown,D,3,0
2006,66,Malcolm Lynch,St Ignatius (NSW) / NSW-ACT U18,,unknown,D,2,0
2006,67,Joe Anderson,Nightcliff / Darwin FC,,unknown,C,17,0
2006,69,Ben Warren,Aspley / Northern Eagles,,unknown,C+,29,34
2006,70,Sam Sheldon,Haileybury College / Oakleigh U18,Haileybury College,APS,C+,43,11
2006,71,Justin Westhoff,Tanunda / Central District,,unknown,B+,280,313
2006,73,Andrew Collins,Sandhurst Marist Dockers / Sandhurst / Bendigo U18,,unknown,C+,36,29
2006,76,Paul O'Shea,Redland,,unknown,D,0,0
2006,77,Calib Mourish,Towns,,unknown,D,0,0
2006,78,Bryce Campbell,Norwood,,unknown,D,8,1
2006,79,Jesse White,Surfers Paradise / Southport,,unknown,C+,127,148
2006,80,James Thomson,Claremont,,unknown,D,0,0
2006,82,Aaron Edwards,Hampton Park / Seaford / Dandenong U18,,unknown,B,90,137
2006,83,Ryan Williams,Geelong U18,,unknown,D,2,0
2006,86,David Rodan,Oak Park / Penola College (Vic) / Calder U18,Penola College (Vic),unknown,B+,120,88
2007,1,Matthew Kreuzer,Bundoora / Loyola College / Northern U18,Loyola College,unknown,B+,189,94
2007,2,Trent Cotchin,West Preston / Parade College / PEGS / Northern U18,Parade College,other_private,A,306,141
2007,3,Chris Masten,Rossmoyne JFC / East Fremantle,,unknown,B,215,70
2007,4,Cale Morton,Lake Grace-Pingrup / Hale School / Claremont,Hale School,GPS_WA,B,76,34
2007,5,Jarrad Grant,Frankston Bombers / Peninsula Grammar / Dandenong U18,Peninsula Grammar,unknown,B,95,94
2007,6,David Myers,Victoria Park JFC / Wesley College (WA) / Perth,Wesley College (WA),GPS_WA,B,123,40
2007,7,Rhys Palmer,Bullcreek Leeming JFC / East Fremantle,,unknown,B+,123,95
2007,8,Lachie Henderson,Birregurra / Geelong College / Geelong U18,Geelong College,other_private,B,206,117
2007,9,Ben McEvoy,Dederang-Mt Beauty / Catholic College Wodonga / Murray U18,Catholic College Wodonga,unknown,B+,252,106
2007,10,Patrick Dangerfield,Anglesea / Geelong U18,,unknown,A+,370,377
2007,11,Patrick Veszpremi,Parade College / Northern U18,Parade College,other_private,C+,23,17
2007,12,Cyril Rioli,St Marys / Scotch College,Scotch College,APS,A+,189,275
2007,13,Brad Ebert,St Michael's College (SA) / Port Adelaide (SANFL),St Michael's College (SA),unknown,B+,260,140
2007,14,Jack Grimes,Hurstbridge / Loyola College / Northern U18,Loyola College,unknown,B,100,11
2007,15,Robbie Tarrant,South Mildura / Xavier College / Bendigo U18,Xavier College,APS,B+,194,44
2007,16,Matthew Lobbe,Monbulk / St Joseph's College (Ferntree Gully) / Eastern U18,St Joseph's College (Ferntree Gully),other_private,C+,100,22
2007,17,Harry Taylor,Geraldton Rovers / East Fremantle,,unknown,A,280,75
2007,18,Alex Rance,High Wycombe JFC / Noranda / Guildford Grammar / Swan Districts,Guildford Grammar,GPS_WA,A+,200,9
2007,19,Callan Ward,Spotswood / Western U18,,unknown,A,327,163
2007,20,Tony Notte,Swan Districts,,unknown,D,2,0
2007,21,Addam Maric,Greenvale / PEGS / Calder U18,,unknown,C,31,16
2007,22,Scott Selwood,Sandhurst / Bendigo U18,,unknown,B+,169,44
2007,23,Tayte Pears,Deanmill / East Perth,,unknown,B,70,3
2007,24,Clayton Hinkley,North Ballarat U18,,unknown,C,22,5
2007,25,Tom Collier,Lauderdale / Tasmania U18,,unknown,C,27,4
2007,26,Brett Meredith,Northern U18,,unknown,C,16,10
2007,27,Andy Otten,Whitehorse Colts JFC / Whitefriars College / Oakleigh U18,Whitefriars College,other_private,B,109,38
2007,28,Marlon Motlop,Wanderers / North Adelaide,,unknown,D,5,2
2007,29,Brendan Whitecross,Kedron / St Patrick's College (Qld) / Zillmere,St Patrick's College (Qld),other_private,C+,111,45
2007,30,Jarrhan Jacky,Sorrento Duncraig JFC / Trinity College (WA) / Subiaco,Trinity College (WA),GPS_WA,D,3,1
2007,31,John McCarthy,Peninsula Grammar / Dandenong U18,Peninsula Grammar,unknown,C,39,15
2007,32,Levi Greenwood,North Whyalla / Port Adelaide (SANFL),,unknown,B+,160,57
2007,33,Matthew Westhoff,Central District,,unknown,D,6,5
2007,34,Dawson Simpson,Barnawartha / Murray U18,,unknown,C+,48,5
2007,35,Sam Reid,Zillmere,,unknown,C+,108,33
2007,36,Steven Browne,Whitford JFC / West Perth,,unknown,C,23,6
2007,37,Scott Thompson,South Barwon / Geelong (VFL),,unknown,A,241,7
2007,38,Myke Cook,Sandringham U18,,unknown,C,14,2
2007,39,Darcy Daniher,Calder U18,,unknown,D,6,0
2007,40,Chris Mayne,Belmont (WA) / Perth,,unknown,B+,248,207
2007,41,James Polkinghorne,Strathmore / Calder U18,,unknown,C+,101,54
2007,42,Jack Steven,Lorne / Geelong U18,,unknown,A,192,113
2007,43,Easton Wood,Camperdown / Geelong Grammar,Geelong Grammar,APS,A,188,20
2007,44,Scott Simpson,Dandenong U18,,unknown,D,0,0
2007,45,Stuart Dew,Central District,,unknown,B,26,20
2007,46,Dennis Armfield,Eastern Hills / Swan Districts,,unknown,C+,145,75
2007,47,Tobias Thoolen,Bendigo U18,,unknown,D,0,0
2007,48,Jarrad Boumann,Beaconsfield / Dandenong U18,,unknown,D,2,0
2007,49,Mitch Farmer,Calder U18,,unknown,C,31,8
2007,50,Dan McKenna,Traralgon / Gippsland U18,,unknown,D,0,0
2007,51,Dean Putt,Calder U18,,unknown,D,0,0
2007,52,Bradd Dalziell,East Fremantle,,unknown,B,43,23
2007,53,Kyle Cheney,Warrack Eagles / North Ballarat U18,,unknown,C+,85,2
2007,54,Cale Hooker,Melville / East Fremantle,,unknown,A,219,122
2007,55,Mark Johnson,Calder U18,,unknown,B,14,8
2007,56,Matt Austin,St Patrick's College / North Ballarat U18,St Patrick's College,other_private,C,15,2
2007,58,Tony Armstrong,Brocklesby-Burrumbuttock / NSW-ACT U18 / Riddells Creek / Assumption College / Calder U18,Assumption College,APS,C,35,2
2007,59,Craig Bird,Nelson Bay / NSW-ACT U18,,unknown,B,157,59
2007,60,Adam Donohue,Geelong U18,,unknown,D,0,0
2007,61,Jaxson Barham,Lorne / Ivanhoe Grammar / Geelong College / Geelong U18,Ivanhoe Grammar,other_private,C,7,1
2007,62,Josh Smith,Whitford JFC / West Perth,,unknown,C,11,2
2007,63,Guy O'Keefe,Geelong U18,,unknown,D,0,0
2007,66,Tom McNamara,Happy Valley / South Adelaide,,unknown,D,4,1
2007,69,Kepler Bradley,Kingsley JFC / West Perth,,unknown,B,68,73
2007,70,Eljay Connors,Bendigo U18,,unknown,D,0,0
2007,71,Aaron Kite,Calder U18,,unknown,D,0,0
2007,75,Taylor Walker,North Broken Hill / NSW-ACT U18,,unknown,A,309,693
2008,1,Jack Watts,East Sandringham / Brighton Grammar / Sandringham U18,Brighton Grammar,APS,B+,174,161
2008,2,Nic Naitanui,Midvale / Swan Districts,,unknown,A+,213,112
2008,3,Stephen Hill,Quinns Districts / West Perth,,unknown,B+,218,112
2008,4,Hamish Hartlett,Edwardstown / Sacred Heart College / West Adelaide,Sacred Heart College,other_private,B+,193,77
2008,5,Michael Hurley,Macleod / Northern U18,,unknown,A,194,109
2008,6,Chris Yarran,Midvale / Swan Districts,,unknown,B+,119,90
2008,7,Daniel Rich,Sorrento Duncraig JFC / Sacred Heart College (WA) / Subiaco,Sacred Heart College (WA),other_private,A,275,116
2008,8,Ty Vickery,East Sandringham / Hampton Rovers / Haileybury College / Sandringham U18,Haileybury College,APS,B,125,160
2008,9,Jack Ziebell,Mitta United / Wodonga FC / Caulfield Grammar / Murray U18,Caulfield Grammar,APS,B+,280,183
2008,10,Phil Davis,Marist College (ACT) / St Peter's College (SA) / North Adelaide,Marist College (ACT),other_private,C+,192,7
2008,11,Steele Sidebottom,Congupna / Murray U18,,unknown,A,365,211
2008,12,Lewis Johnston,North Adelaide,,unknown,C+,10,16
2008,13,Tom Lynch,Beaumaris / Haileybury College / Sandringham U18,Haileybury College,APS,A,164,203
2008,14,Ayce Cordy,Geelong College / Geelong U18,Geelong College,other_private,C,27,15
2008,15,Mitch Brown,Cheltenham / Mentone Grammar / Sandringham U18,Mentone Grammar,unknown,B,79,74
2008,16,Ryan Schoenmakers,Tea Tree Gully / St Paul's College (SA) / Norwood,St Paul's College (SA),unknown,C+,121,51
2008,17,Sam Blease,Norwood (Vic) / Yarra Valley Grammar / Eastern U18,Yarra Valley Grammar,other_private,B,34,25
2008,18,Luke Shuey,Bulleen-Templestowe / Marcellin College / Oakleigh U18,Marcellin College,other_private,A,248,142
2008,19,James Strauss,Scotch College / Oakleigh U18,Scotch College,APS,C,24,1
2008,20,Tom Swift,Swanbourne JFC / Christ Church Grammar / Claremont,Christ Church Grammar,GPS_WA,C+,34,8
2008,21,Hayden Ballantyne,Baldivis / Peel,,unknown,A,171,254
2008,22,Jackson Trengove,Strathmore / PEGS / Calder U18,,unknown,B+,186,35
2008,23,David Zaharakis,Eltham / Marcellin College / Northern U18,Marcellin College,other_private,B+,226,136
2008,24,Nick Suban,Bacchus Marsh / St Patrick's College / North Ballarat U18,St Patrick's College,other_private,B,156,60
2008,25,Jack Redden,Keith / Sacred Heart College / Glenelg,Sacred Heart College,other_private,B+,263,80
2008,26,Jayden Post,Western U18,,unknown,C,30,6
2008,27,Sam Wright,Katamatite / Notre Dame College (Shepparton) / Murray U18,Notre Dame College (Shepparton),unknown,C+,136,58
2008,28,Shaun McKernan,Tullamarine / Calder U18,,unknown,B,91,74
2008,29,Dayne Beams,Carrara / Southport,,unknown,A,177,172
2008,30,Dan Hannebery,Kew Rovers / Xavier College / Oakleigh U18,Xavier College,APS,A+,226,100
2008,31,Jordan Roughead,Lake Wendouree / Damascus College / North Ballarat U18,Damascus College,unknown,C+,201,35
2008,32,Liam Jones,North Hobart / Tasmania U18 / Scotch College,Scotch College,APS,B,205,84
2008,33,Tom Gillies,TEDAS JFC / Narre Warren / Hallam Senior College / Dandenong U18,Hallam Senior College,unknown,C,15,1
2008,34,Liam Shiels,The Basin / Aquinas College (Vic) / Eastern U18,Aquinas College (Vic),GPS_WA,B+,288,97
2008,35,Jamie Bennell,Carey Park / Swan Districts,,unknown,C+,87,26
2008,36,Ashley Smith,Haileybury College / Dandenong U18,Haileybury College,APS,C,45,10
2008,37,Zac Clarke,Surrey Park / Oakleigh U18,,unknown,B,110,46
2008,38,Matthew Broadbent,Henley / St Michael's College (SA) / Woodville-West Torrens,St Michael's College (SA),unknown,B,171,52
2008,39,Steven Motlop,Wanderers,,unknown,B+,217,229
2008,40,Mitch Robinson,Lauderdale / Tasmania U18 / Tasmania (VFL),,unknown,B+,247,129
2008,41,Todd Banfield,Upper Swan / Swan Districts,,unknown,C+,53,57
2008,42,Mitchell Banner,Western U18,,unknown,C,19,16
2008,43,Liam Anthony,Geraldton Railway / East Fremantle,,unknown,C+,58,27
2008,44,Rory Sloane,Upwey-Tecoma / Eastern U18,,unknown,A,255,136
2008,45,Jarrad Blight,Midvale / Swan Districts,,unknown,D,0,0
2008,46,Luke Rounds,Geelong U18,,unknown,C,6,1
2008,47,Rhys Stanley,Berri / West Adelaide,,unknown,B,230,115
2008,48,Nick Heyne,Orbost-Snowy Rovers / Gippsland U18,,unknown,D,3,0
2008,49,Taylor Hunt,Beaumaris / Sandringham U18,,unknown,C+,105,21
2008,50,Jordan Lisle,Carey Grammar / Oakleigh U18,Carey Grammar,APS,C,23,16
2008,51,Neville Jetta,Carey Park / Swan Districts,,unknown,B+,159,24
2008,52,Jordan Jones,Ocean Grove / Geelong U18,,unknown,D,2,0
2008,53,Michael Walters,Midvale / Swan Districts,,unknown,A,239,365
